"Response ID","Submitted Date & Time","Age","Gender","Occupation","Monthly Household Income","Q1. Current Situation","Q2. Primary Purpose","Q3. Preferred Vehicle Type","Q4. Factor (Rank 1-8) - Price","Q4. Factor (Rank 1-8) - Safety","Q4. Factor (Rank 1-8) - Fuel Efficiency","Q4. Factor (Rank 1-8) - Reliability","Q4. Factor (Rank 1-8) - After-sales Service","Q4. Factor (Rank 1-8) - Brand Reputation","Q4. Factor (Rank 1-8) - Maintenance Cost","Q4. Factor (Rank 1-8) - Resale Value","Q5. Source (Rank 1-9) - Family members","Q5. Source (Rank 1-9) - Friends/Relatives","Q5. Source (Rank 1-9) - Social media","Q5. Source (Rank 1-9) - YouTube","Q5. Source (Rank 1-9) - Online reviews","Q5. Source (Rank 1-9) - Automobile websites","Q5. Source (Rank 1-9) - Dealer showroom","Q5. Source (Rank 1-9) - Newspaper/Magazine","Q5. Source (Rank 1-9) - Auto exhibitions/events","Q6. Most Likely Automobile Brand","Q7. Challenge (Rank 1-10) - High purchase price","Q7. Challenge (Rank 1-10) - High taxes/import duties","Q7. Challenge (Rank 1-10) - Limited financing options","Q7. Challenge (Rank 1-10) - High maintenance costs","Q7. Challenge (Rank 1-10) - Fuel costs","Q7. Challenge (Rank 1-10) - Availability of spare parts","Q7. Challenge (Rank 1-10) - Limited vehicle availability","Q7. Challenge (Rank 1-10) - Poor after-sales service","Q7. Challenge (Rank 1-10) - Charging infrastructure (for EVs)","Q7. Challenge (Rank 1-10) - Low resale value","# Consider purchasing an Electric Vehicle (EV)","Q8. EV Factor (Rank 1-7) - Lower running costs","Q8. EV Factor (Rank 1-7) - Government incentives","Q8. EV Factor (Rank 1-7) - Better charging infrastructure","Q8. EV Factor (Rank 1-7) - Longer driving range","Q8. EV Factor (Rank 1-7) - Environmental benefits","Q8. EV Factor (Rank 1-7) - Lower purchase price","Q8. EV Factor (Rank 1-7) - Faster charging","Q9. Preferred Brand","Q9. Preferred Model","Q10. Brand Importance","Q11. Brand Attribute (Rank 1-11) - Reliability and durability","Q11. Brand Attribute (Rank 1-11) - Vehicle quality","Q11. Brand Attribute (Rank 1-11) - Safety","Q11. Brand Attribute (Rank 1-11) - Fuel efficiency","Q11. Brand Attribute (Rank 1-11) - Value for money","Q11. Brand Attribute (Rank 1-11) - Resale value","Q11. Brand Attribute (Rank 1-11) - After-sales service","Q11. Brand Attribute (Rank 1-11) - Availability of spare parts","Q11. Brand Attribute (Rank 1-11) - Innovative technology","Q11. Brand Attribute (Rank 1-11) - Design and styling","Q11. Brand Attribute (Rank 1-11) - Environmentally friendly (Hybrid/EV)","Q12. Approach when choosing brand","Q13. What makes brand trustworthy in Nepal (Open-ended)","Q14. WhatsApp Number for Gift Hamper"
"RESP-1027","08/16/2026, 03:47:38 PM","35–44","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","NPR 50,000–100,000","I plan to purchase one in the next 1–3 years.","Personal transportation","Compact SUV","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Tata","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Yes","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Tata","Tiago.ev","Moderately Important","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","I am willing to try a new or emerging brand.","Good ground clearance for Nepal's hilly roads, strong regenerative braking, and solid customer service responsiveness.","9851579004"
"RESP-1028","08/17/2026, 04:54:51 PM","Below 25","Male","Government Employee","Below NPR 50,000","I have owned a four-wheeler in the past.","Commuting to work/business","SUV","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Tata","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Yes","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Tata","Punch.ev","Slightly Important","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","I compare several brands before making a decision.","Availability of local spare parts without waiting months, prompt roadside assistance during highway breakdowns, and fair buyback resale value.","9802666658"
"RESP-1029","08/18/2026, 06:01:04 PM","45–54","Male","Self-Employed / Freelancer","NPR 100,001–200,000","I plan to purchase a four-wheeler within the next 12 months.","Long-distance / Highway travel","Hatchback","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","MG","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Yes","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","MG","ZS EV","Very Important","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","I choose the brand that offers the best value for money.","Proven safety crash ratings, trusted brand backing with multiple service centers outside Kathmandu (Pokhara, Butwal, Biratnagar, Chitwan).","9861754312"
"RESP-1030","08/19/2026, 07:08:17 PM","55 and above","Male","Student","Above NPR 200,000","I currently own a four-wheeler.","Commercial / Business use","Sedan","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","MG","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Yes","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","MG","Comet EV","Important","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","I usually stick to a brand I trust.","Strong authorized dealer network, transparent service costs, and proven battery thermal management during cold mountain winters and hot Terai summers.","9849841966"
"RESP-1031","08/10/2026, 08:15:30 PM","25–34","Female","Private Sector Employee","NPR 50,000–100,000","I plan to purchase one in the next 1–3 years.","Family use","Electric Vehicle (EV)","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Hyundai","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Yes","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Hyundai","Ioniq 5","Moderately Important","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","I am willing to try a new or emerging brand.","Reliable high-voltage battery warranty (8+ years), quick DC fast-charging network on Prithvi and BP highways, and easy availability of certified EV technicians.","9841929620"
"RESP-1032","08/11/2026, 09:22:43 PM","35–44","Male","Business Owner / Entrepreneur","Below NPR 50,000","I have owned a four-wheeler in the past.","Personal transportation","Compact SUV","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Hyundai","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Yes","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Hyundai","Kona Electric","Slightly Important","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","I compare several brands before making a decision.","Low electricity cost per km compared to petrol, transparent pricing from authorized distributors (like CG Motors, Sipradi), and consistent software updates.","9851117274"
"RESP-1033","08/12/2026, 10:29:56 PM","Below 25","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","NPR 100,001–200,000","I plan to purchase a four-wheeler within the next 12 months.","Commuting to work/business","SUV","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Kia","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Yes","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Kia","EV6","Very Important","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","I choose the brand that offers the best value for money.","Good ground clearance for Nepal's hilly roads, strong regenerative braking, and solid customer service responsiveness.","9801204928"
"RESP-1034","08/13/2026, 11:36:09 PM","45–54","Male","Government Employee","Above NPR 200,000","I currently own a four-wheeler.","Long-distance / Highway travel","Hatchback","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","BYD","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Yes","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","BYD","Atto 3","Important","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","I usually stick to a brand I trust.","Availability of local spare parts without waiting months, prompt roadside assistance during highway breakdowns, and fair buyback resale value.","9860292582"
"RESP-1035","08/15/2026, 12:43:22 AM","55 and above","Male","Self-Employed / Freelancer","NPR 50,000–100,000","I plan to purchase one in the next 1–3 years.","Commercial / Business use","Sedan","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","BYD","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Yes","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","BYD","Dolphin","Moderately Important","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","I am willing to try a new or emerging brand.","Proven safety crash ratings, trusted brand backing with multiple service centers outside Kathmandu (Pokhara, Butwal, Biratnagar, Chitwan).","9818380236"
"RESP-1036","08/16/2026, 12:50:35 AM","25–34","Female","Student","Below NPR 50,000","I have owned a four-wheeler in the past.","Family use","Electric Vehicle (EV)","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","BYD","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Yes","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","BYD","Seal","Slightly Important","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","I compare several brands before making a decision.","Strong authorized dealer network, transparent service costs, and proven battery thermal management during cold mountain winters and hot Terai summers.","9843467890"
"RESP-1037","08/16/2026, 01:57:48 PM","35–44","Male","Private Sector Employee","NPR 100,001–200,000","I plan to purchase a four-wheeler within the next 12 months.","Personal transportation","Compact SUV","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Tata","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Yes","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Tata","Nexon.ev","Very Important","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","I choose the brand that offers the best value for money.","Reliable high-voltage battery warranty (8+ years), quick DC fast-charging network on Prithvi and BP highways, and easy availability of certified EV technicians.","9851555544"
"RESP-1038","08/17/2026, 03:04:01 PM","Below 25","Male","Business Owner / Entrepreneur","Above NPR 200,000","I currently own a four-wheeler.","Commuting to work/business","SUV","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Tata","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Yes","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Tata","Tiago.ev","Important","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","I usually stick to a brand I trust.","Low electricity cost per km compared to petrol, transparent pricing from authorized distributors (like CG Motors, Sipradi), and consistent software updates.","9802643198"
"RESP-1039","08/18/2026, 04:11:14 PM","45–54","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","NPR 50,000–100,000","I plan to purchase one in the next 1–3 years.","Long-distance / Highway travel","Hatchback","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Tata","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Yes","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Tata","Punch.ev","Moderately Important","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","I am willing to try a new or emerging brand.","Good ground clearance for Nepal's hilly roads, strong regenerative braking, and solid customer service responsiveness.","9861730852"
"RESP-1040","08/19/2026, 05:18:27 PM","55 and above","Male","Government Employee","Below NPR 50,000","I have owned a four-wheeler in the past.","Commercial / Business use","Sedan","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","MG","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Yes","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","MG","ZS EV","Slightly Important","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","I compare several brands before making a decision.","Availability of local spare parts without waiting months, prompt roadside assistance during highway breakdowns, and fair buyback resale value.","9849818506"
"RESP-1041","08/10/2026, 06:25:40 PM","25–34","Female","Self-Employed / Freelancer","NPR 100,001–200,000","I plan to purchase a four-wheeler within the next 12 months.","Family use","Electric Vehicle (EV)","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","MG","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Yes","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","MG","Comet EV","Very Important","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","I choose the brand that offers the best value for money.","Proven safety crash ratings, trusted brand backing with multiple service centers outside Kathmandu (Pokhara, Butwal, Biratnagar, Chitwan).","9841906160"
"RESP-1042","08/11/2026, 07:32:53 PM","35–44","Male","Student","Above NPR 200,000","I currently own a four-wheeler.","Personal transportation","Compact SUV","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Hyundai","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Yes","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Hyundai","Ioniq 5","Important","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","I usually stick to a brand I trust.","Strong authorized dealer network, transparent service costs, and proven battery thermal management during cold mountain winters and hot Terai summers.","9851993814"
"RESP-1043","08/12/2026, 08:39:06 PM","Below 25","Male","Private Sector Employee","NPR 50,000–100,000","I plan to purchase one in the next 1–3 years.","Commuting to work/business","SUV","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Hyundai","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Yes","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Hyundai","Kona Electric","Moderately Important","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","I am willing to try a new or emerging brand.","Reliable high-voltage battery warranty (8+ years), quick DC fast-charging network on Prithvi and BP highways, and easy availability of certified EV technicians.","9801181468"
"RESP-1044","08/13/2026, 08:46:19 PM","45–54","Male","Business Owner / Entrepreneur","Below NPR 50,000","I have owned a four-wheeler in the past.","Long-distance / Highway travel","Hatchback","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Kia","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Yes","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Kia","EV6","Slightly Important","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","I compare several brands before making a decision.","Low electricity cost per km compared to petrol, transparent pricing from authorized distributors (like CG Motors, Sipradi), and consistent software updates.","9860269122"
"RESP-1045","08/14/2026, 09:53:32 PM","55 and above","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","NPR 100,001–200,000","I plan to purchase a four-wheeler within the next 12 months.","Commercial / Business use","Sedan","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","BYD","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Yes","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","BYD","Atto 3","Very Important","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","I choose the brand that offers the best value for money.","Good ground clearance for Nepal's hilly roads, strong regenerative braking, and solid customer service responsiveness.","9818356776"
"RESP-1046","08/15/2026, 11:00:45 PM","25–34","Female","Government Employee","NPR 50,000–100,000","I currently own a four-wheeler.","Family use","SUV","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Kia","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Kia","Seltos","Important","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9843444430"
"RESP-1047","08/17/2026, 12:07:58 AM","35–44","Other / Prefer not to say","Self-Employed / Freelancer","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Personal transportation","Hatchback","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Kia","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Kia","Sonet","Moderately Important","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9851532084"
"RESP-1048","08/18/2026, 01:14:11 AM","Below 25","Male","Student","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Commuting to work/business","Compact SUV","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Mahindra","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mahindra","Scorpio-N","Slightly Important","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9802619738"
"RESP-1049","08/18/2026, 02:21:24 PM","45–54","Male","Private Sector Employee","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Long-distance / Highway travel","Pickup","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Mahindra","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mahindra","XUV700","Very Important","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9861707392"
"RESP-1050","08/19/2026, 03:28:37 PM","55 and above","Male","Business Owner / Entrepreneur","NPR 50,000–100,000","I currently own a four-wheeler.","Commercial / Business use","Sedan","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Nissan","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nissan","Magnite","Important","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9849795046"
"RESP-1051","08/10/2026, 04:35:50 PM","25–34","Female","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Family use","SUV","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Ford","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Ford","Everest","Moderately Important","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9841882700"
"RESP-1052","08/11/2026, 05:42:03 PM","35–44","Male","Government Employee","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Personal transportation","Hatchback","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Hyundai","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Creta","Slightly Important","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9851970354"
"RESP-1053","08/12/2026, 05:49:16 PM","Below 25","Male","Self-Employed / Freelancer","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Commuting to work/business","Compact SUV","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Hyundai","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Grand i10 Nios","Very Important","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9801158008"
"RESP-1054","08/13/2026, 06:56:29 PM","45–54","Male","Student","NPR 50,000–100,000","I currently own a four-wheeler.","Long-distance / Highway travel","Pickup","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Hyundai","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Venue","Important","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9860245662"
